"","cty","year","e","alpha","treat","treatdummy","ay","y","decile","berkson_error","berkson_noise","y_b"
"89",5,1,-0.875774530590498,-0.130688815864609,30,0,-0.130688815864609,-1.00646334645511,3,0.125,-0.228383428132636,-1.10984677458774
"90",5,2,-0.222632495929581,-0.130688815864609,30,0,-0.261377631729219,-0.4840101276588,4,0.0625,-0.130374842003023,-0.551884969661823
"91",5,3,-0.00152306167793477,-0.130688815864609,30,0,-0.392066447593828,-0.393589509271763,5,0,0.128806764421707,-0.264782744850056
"92",5,4,0.292269282304142,-0.130688815864609,30,0,-0.522755263458438,-0.230485981154295,5,0,-0.0899704719982422,-0.320456453152538
"93",5,5,0.0837710129053109,-0.130688815864609,30,0,-0.653444079323047,-0.569673066417736,4,0.0625,-0.130033668216385,-0.637206734634121
"94",5,6,0.119940447899976,-0.130688815864609,30,0,-0.784132895187656,-0.664192447287681,4,0.0625,-0.122977976089277,-0.724670423376957
"95",5,7,0.093430520380655,-0.130688815864609,30,0,-0.914821711052266,-0.821391190671611,4,0.0625,0.11705650220218,-0.64183468846943
"96",5,8,-0.87624966287416,-0.130688815864609,30,0,-1.04551052691688,-1.92176018979104,2,0.1875,-0.0284425698853985,-1.76270275967643
"97",5,9,0.760970349564408,-0.130688815864609,30,0,-1.17619934278148,-0.415228993217077,5,0,-0.0878451968253952,-0.503074190042472
"98",5,10,-0.850739534341713,-0.130688815864609,30,0,-1.30688815864609,-2.15762769298781,2,0.1875,0.0821525978593016,-1.88797509512851
"99",5,11,0.835481252826197,-0.130688815864609,30,0,-1.4375769745107,-0.602095721684506,4,0.0625,-0.0979387472580911,-0.637534468942597
"100",5,12,-0.169568619178311,-0.130688815864609,30,0,-1.56826579037531,-1.73783440955362,2,0.1875,-0.0290070781087705,-1.57934148766239
"101",5,13,0.190129343285219,-0.130688815864609,30,0,-1.69895460623992,-1.5088252629547,2,0.1875,-0.100396382527528,-1.42172164548223
"102",5,14,-0.735815892795451,-0.130688815864609,30,0,-1.82964342210453,-2.56545931489998,1,0.25,-0.074170128485525,-2.38962944338551
"103",5,15,-2.58972242408232,-0.130688815864609,30,0,-1.96033223796914,-4.55005466205147,1,0.25,0.0666355171254754,-4.23341914492599
"104",5,16,0.638435374392779,-0.130688815864609,30,0,-2.09102105383375,-1.45258567944097,2,0.1875,-0.0786168821966319,-1.3437025616376
"105",5,17,0.155149095196119,-0.130688815864609,30,0,-2.22170986969836,-2.06656077450224,2,0.1875,0.0915656465240703,-1.78749512797817
"106",5,18,-0.213413281185288,-0.130688815864609,30,0,-2.35239868556297,-2.56581196674826,1,0.25,-0.0690530311688908,-2.38486499791715
"107",5,19,1.79148682971547,-0.130688815864609,30,0,-2.48308750142758,-0.691600671712109,4,0.0625,0.047268882954709,-0.5818317887574
"108",5,20,1.46892597657261,-0.130688815864609,30,0,-2.61377631729219,-1.14485034071958,3,0.125,-0.0270753871223646,-1.04692572784194
"109",5,21,0.958331826731325,-0.130688815864609,30,0,-2.7444651331568,-1.78613330642547,2,0.1875,-0.104503690894922,-1.70313699732039
"110",5,22,1.34830533485521,-0.130688815864609,30,0,-2.87515394902141,-1.5268486141662,2,0.1875,0.0258639452665104,-1.31348466889969
"111",6,1,-0.169927646396456,0.00798420446756723,0,0,0.00798420446756723,-0.161943441928889,5,0,-0.0850888017995086,-0.247032243728397
"112",6,2,-0.627736812447749,0.00798420446756723,0,0,0.0159684089351345,-0.611768403512615,4,0.0625,-0.14566184977781,-0.694930253290424
"113",6,3,0.433908471614953,0.00798420446756723,0,0,0.0239526134027017,0.457861085017655,7,-0.0625,0.244107081507525,0.63946816652518
"114",6,4,0.193594525851643,0.00798420446756723,0,0,0.0319368178702689,0.225531343721912,6,0,-0.192717593512993,0.032813750208919
"115",6,5,-0.357937974805157,0.00798420446756723,0,0,0.0399210223378362,-0.31801695246732,5,0,-0.0264938066675587,-0.344510759134879
"116",6,6,-0.618530957153754,0.00798420446756723,0,0,0.0479052268054034,-0.570625730348351,4,0.0625,-0.067660118250054,-0.575785848598405
"117",6,7,0.329224371444216,0.00798420446756723,0,0,0.0558894312729706,0.385113802717187,7,-0.0625,-0.202031748669662,0.120582054047525
"118",6,8,2.03604051892398,0.00798420446756723,0,0,0.0638736357405379,2.09991415466452,9,-0.1875,-0.0076235664569047,1.90479058820761
"119",6,9,-0.820701666555462,0.00798420446756723,0,0,0.0718578402081051,-0.748843826347357,4,0.0625,0.0974875101717049,-0.588856316175652
"120",6,10,-1.64595552628511,0.00798420446756723,0,0,0.0798420446756724,-1.56611348160944,2,0.1875,-0.125710717560311,-1.50432419916975
"121",6,11,-1.20701854648637,0.00798420446756723,0,0,0.0878262491432396,-1.11919229734313,3,0.125,0.11029164237841,-0.883900654964725
"122",6,12,-0.30249591909065,0.00798420446756723,0,0,0.0958104536108068,-0.206685465479843,5,0,0.235979934359464,0.0292944688796213
"123",6,13,0.104055583093727,0.00798420446756723,0,0,0.103794658078374,0.207850241172101,6,0,0.12979362639961,0.337643867571711
"124",6,14,0.407637000119323,0.00798420446756723,0,0,0.111778862545941,0.519415862665264,7,-0.0625,-0.0601528940747277,0.396762968590536
"125",6,15,0.571995920110613,0.00798420446756723,0,0,0.119763067013509,0.691758987124121,7,-0.0625,0.0342022081267174,0.663461195250838
"126",6,16,1.34082224094063,0.00798420446756723,0,0,0.127747271481076,1.46856951242171,9,-0.1875,0.0681791060876554,1.34924861850936
"127",6,17,0.814156069100918,0.00798420446756723,0,0,0.135731475948643,0.949887545049561,8,-0.125,0.0591556887918161,0.884043233841377
"128",6,18,0.0982057470106239,0.00798420446756723,0,0,0.14371568041621,0.241921427426834,6,0,-0.135108442936025,0.106812984490809
"129",6,19,0.592342605338187,0.00798420446756723,0,0,0.151699884883777,0.744042490221964,7,-0.0625,0.117370612570062,0.798913102792026
"130",6,20,-1.05882971183063,0.00798420446756723,0,0,0.159684089351345,-0.89914562247929,4,0.0625,-0.156461114356148,-0.993106736835437
"131",6,21,0.0577526586308107,0.00798420446756723,0,0,0.167668293818912,0.225420952449723,6,0,-0.0133167595752572,0.212104192874465
"132",6,22,-0.392248776020035,0.00798420446756723,0,0,0.175652498286479,-0.216596277733556,5,0,0.0413693346449244,-0.175226943088631
"133",7,1,1.70579822545348,0.201234847307099,0,0,0.201234847307099,1.90703307276058,9,-0.1875,-0.0977887270880063,1.62174434567258
"134",7,2,0.282463580778115,0.201234847307099,0,0,0.402469694614199,0.684933275392314,7,-0.0625,0.00977647846129808,0.632209753853612
"135",7,3,-0.359754069675169,0.201234847307099,0,0,0.603704541921298,0.243950472246129,6,0,0.00842629305698321,0.252376765303112
"136",7,4,0.921243290838336,0.201234847307099,0,0,0.804939389228398,1.72618268006673,9,-0.1875,-0.0799702910654246,1.45871238900131
"137",7,5,-0.846430391767243,0.201234847307099,0,0,1.0061742365355,0.159743844768254,6,0,-0.000747944202254369,0.158995900565999
"138",7,6,0.497270510932566,0.201234847307099,0,0,1.2074090838426,1.70467959477516,9,-0.1875,-0.00559576357075934,1.5115838312044
"139",7,7,0.446318881499324,0.201234847307099,0,0,1.4086439311497,1.85496281264902,9,-0.1875,-0.0844460120112773,1.58301680063774
"140",7,8,-0.019431132734087,0.201234847307099,0,0,1.6098787784568,1.59044764572271,9,-0.1875,-0.12361715303425,1.27933049268846
"141",7,9,0.362383270403992,0.201234847307099,0,0,1.81111362576389,2.17349689616789,9,-0.1875,0.111174459271358,2.09717135543924
"142",7,10,0.763826748512596,0.201234847307099,0,0,2.01234847307099,2.77617522158359,10,-0.25,0.00130412872850466,2.52747935031209
"143",7,11,0.262691758540538,0.201234847307099,0,0,2.21358332037809,2.47627507891863,10,-0.25,-0.148839472944761,2.07743560597387
"144",7,12,-2.44235135157096,0.201234847307099,0,0,2.41481816768519,-0.0275331838857653,6,0,0.0536092400608181,0.0260760561750528
"145",7,13,-1.45939664197038,0.201234847307099,0,0,2.61605301499229,1.15665637302191,8,-0.125,-0.063114454283459,0.96854191873845
"146",7,14,-0.258024909404115,0.201234847307099,0,0,2.81728786229939,2.55926295289528,10,-0.25,0.103383132535386,2.41264608543066
"147",7,15,-1.93475324754446,0.201234847307099,0,0,3.01852270960649,1.08376946206203,8,-0.125,0.0939604459080136,1.05272990797005
"148",7,16,1.48446729272696,0.201234847307099,0,0,3.21975755691359,4.70422484964055,10,-0.25,0.114822423757169,4.56904727339772
"149",7,17,-0.754877680892233,0.201234847307099,0,0,3.42099240422069,2.66611472332846,10,-0.25,-0.057382498418474,2.35873222490998
"150",7,18,0.1136183679717,0.201234847307099,0,0,3.62222725152779,3.73584561949949,10,-0.25,-0.160575326090851,3.32527029340864
"151",7,19,1.24810668096588,0.201234847307099,0,0,3.82346209883489,5.07156877980077,10,-0.25,0.0282048285407522,4.84977360834152
"152",7,20,0.175100805988507,0.201234847307099,0,0,4.02469694614199,4.1997977521305,10,-0.25,0.143568417681732,4.09336616981223
"153",7,21,-1.33251451290208,0.201234847307099,0,0,4.22593179344909,2.89341728054701,10,-0.25,-0.0535772103444975,2.58984007020251
"154",7,22,-0.324340888302798,0.201234847307099,0,0,4.42716664075619,4.10282575245339,10,-0.25,-0.0783693911050568,3.77445636134833
"155",8,1,-0.901705949660712,0.28123525349717,0,0,0.28123525349717,-0.620470696163542,4,0.0625,0.0943469066337837,-0.463623789529759
"156",8,2,0.960082424776902,0.28123525349717,0,0,0.562470506994339,1.52255293177124,9,-0.1875,-0.150250848921602,1.18480208284964
"157",8,3,0.542342477940314,0.28123525349717,0,0,0.843705760491509,1.38604823843182,9,-0.1875,0.0626074390563872,1.26115567748821
"158",8,4,-2.37163196338736,0.28123525349717,0,0,1.12494101398868,-1.24669094939868,3,0.125,-0.100398078074642,-1.22208902747332
"159",8,5,-0.179241074598845,0.28123525349717,0,0,1.40617626748585,1.226935192887,8,-0.125,0.00963840062651898,1.11157359351352
"160",8,6,1.13750576670712,0.28123525349717,0,0,1.68741152098302,2.82491728769014,10,-0.25,0.0482205192238907,2.62313780691403
"161",8,7,-0.0801722462422708,0.28123525349717,0,0,1.96864677448019,1.88847452823792,9,-0.1875,-0.0608489426837208,1.6401255855542
"162",8,8,0.587172663938979,0.28123525349717,0,0,2.24988202797736,2.83705469191634,10,-0.25,0.090686672010129,2.67774136392647
"163",8,9,-0.631857823271382,0.28123525349717,0,0,2.53111728147453,1.89925945820315,9,-0.1875,0.0522666637884557,1.7640261219916
"164",8,10,-1.32337152731695,0.28123525349717,0,0,2.8123525349717,1.48898100765475,9,-0.1875,0.0036577550146409,1.30513876266939
"165",8,11,-0.739177051004335,0.28123525349717,0,0,3.09358778846887,2.35441073746453,10,-0.25,0.0627714646335475,2.16718220209808
"166",8,12,0.268501335762588,0.28123525349717,0,0,3.37482304196604,3.64332437772862,10,-0.25,0.210670458477108,3.60399483620573
"167",8,13,0.416588837156891,0.28123525349717,0,0,3.65605829546321,4.0726471326201,10,-0.25,0.0324379660026252,3.85508509862272
"168",8,14,-0.552780370299028,0.28123525349717,0,0,3.93729354896038,3.38451317866135,10,-0.25,-0.012823202851282,3.12168997581006
"169",8,15,-1.28235039270912,0.28123525349717,0,0,4.21852880245754,2.93617840974843,10,-0.25,0.0786082459660068,2.76478665571444
"170",8,16,0.536988477626888,0.28123525349717,0,0,4.49976405595471,5.0367525335816,10,-0.25,-0.121036148123267,4.66571638545834
"171",8,17,0.231747167061169,0.28123525349717,0,0,4.78099930945188,5.01274647651305,10,-0.25,0.0195483997624341,4.78229487627549
"172",8,18,-1.72641078263444,0.28123525349717,0,0,5.06223456294905,3.33582378031462,10,-0.25,0.0803842181175151,3.16620799843213
"173",8,19,-1.1042417465728,0.28123525349717,0,0,5.34346981644622,4.23922806987343,10,-0.25,0.294114338805137,4.28334240867856
"174",8,20,-0.114401989684529,0.28123525349717,0,0,5.62470506994339,5.51030308025886,10,-0.25,0.14184714087539,5.40215022113425
"175",8,21,-0.254444172551019,0.28123525349717,0,0,5.90594032344056,5.65149615088954,10,-0.25,-0.148532487912118,5.25296366297743
"176",8,22,1.003683693948,0.28123525349717,0,0,6.18717557693773,7.19085927088573,10,-0.25,-0.0881610976282357,6.8526981732575
"177",9,1,0.36027713182779,-0.106337598020361,0,0,-0.106337598020361,0.253939533807429,6,0,-0.0137173395224821,0.240222194284947
"178",9,2,-0.122960786055883,-0.106337598020361,0,0,-0.212675196040721,-0.335635982096604,5,0,0.0259678765200207,-0.309668105576583
"179",9,3,-0.943793878298254,-0.106337598020361,0,0,-0.319012794061082,-1.26280667235934,3,0.125,0.0960983645960764,-1.04170830776326
"180",9,4,0.809476923152732,-0.106337598020361,0,0,-0.425350392081443,0.384126531071289,7,-0.0625,0.0440149524212353,0.365641483492524
"181",9,5,-0.0888721549057842,-0.106337598020361,0,0,-0.531687990101803,-0.620560145007587,4,0.0625,0.137872189289777,-0.42018795571781
"182",9,6,0.520260825768927,-0.106337598020361,0,0,-0.638025588122164,-0.117764762353237,5,0,-0.191294030051709,-0.309058792404946
"183",9,7,-1.41875245478461,-0.106337598020361,0,0,-0.744363186142524,-2.16311564092713,2,0.1875,0.0416990609223501,-1.93391658000478
"184",9,8,2.04164988073964,-0.106337598020361,0,0,-0.850700784162885,1.19094909657675,8,-0.125,0.00718084717069955,1.07312994374745
"185",9,9,0.513052669187632,-0.106337598020361,0,0,-0.957038382183246,-0.443985712995613,5,0,0.133705307905822,-0.310280405089791
"186",9,10,1.72440531928047,-0.106337598020361,0,0,-1.06337598020361,0.661029339076861,7,-0.0625,0.15593786497776,0.754467204054621
"187",9,11,-0.280332990875475,-0.106337598020361,0,0,-1.16971357822397,-1.45004656909944,3,0.125,0.10088667080064,-1.2241598982988
"188",9,12,0.243729124599447,-0.106337598020361,0,0,-1.27605117624433,-1.03232205164488,3,0.125,0.15797825519653,-0.749343796448351
"189",9,13,-0.223588128957321,-0.106337598020361,0,0,-1.38238877426469,-1.60597690322201,2,0.1875,-0.0626181093985641,-1.48109501262057
"190",9,14,1.82808912288302,-0.106337598020361,0,0,-1.48872637228505,0.33936275059797,7,-0.0625,0.00531987927745913,0.282182629875429
"191",9,15,-1.00666315942122,-0.106337598020361,0,0,-1.59506397030541,-2.60172712972663,1,0.25,0.00872013930827448,-2.34300699041836
"192",9,16,0.503076488607584,-0.106337598020361,0,0,-1.70140156832577,-1.19832507971819,3,0.125,0.0138628405166153,-1.05946223920157
"193",9,17,1.05743156547446,-0.106337598020361,0,0,-1.80773916634613,-0.750307600871675,4,0.0625,0.191552044024599,-0.496255556847077
"194",9,18,1.30150950193547,-0.106337598020361,0,0,-1.91407676436649,-0.612567262431022,4,0.0625,0.17076421978768,-0.379303042643341
"195",9,19,0.0168044628049536,-0.106337598020361,0,0,-2.02041436238685,-2.0036098995819,2,0.1875,-0.220957787580649,-2.03706768716255
"196",9,20,-1.33142987073699,-0.106337598020361,0,0,-2.12675196040721,-3.4581818311442,1,0.25,-0.00919039615610113,-3.2173722273003
"197",9,21,-1.00303316613366,-0.106337598020361,0,0,-2.23308955842757,-3.23612272456123,1,0.25,-0.0201048645672775,-3.00622758912851
"198",9,22,-0.258925252774522,-0.106337598020361,0,0,-2.33942715644793,-2.59835240922246,1,0.25,0.115412003702267,-2.23294040552019
"199",10,1,0.226071891267938,0.0617658026774038,0,0,0.0617658026774038,0.287837693945342,6,0,0.000318991995531091,0.288156685940873
